Tweet,Suicide,Tweet_pt
@pixiepan lol. www.tv.com is your FRIEND!,Not Suicide post,@pixiepan hehe! www.tv.com é seu amigo!
@geo7 it wont be miserable for at least 2 weeks tho,Not Suicide post,"@geo7 não será miserável por pelo menos 2 semanas, então."
tom chaplin marry me please. i melt for you hahaha.. o and pearshapebodygirl stopped talking to me! YES!,Not Suicide post,"Tom Chaplin, case eu possa casar com você, eu derreto por você haha... e a PearShapeBodyGirl parou de falar comigo! SIM!"
I'm attempting to make Hot Cross Buns with Bella &amp; Ari,Not Suicide post,Estou tentando fazer Bolinhos de Páscoa com a Bella e a Ari
this summarize what happened at boc chrismas special when all of them are in a chaos we still have mile phakphum romsaithong who is very calm in everything,Not Suicide post,"Isso resume o que aconteceu no BOC Christmas Special, quando todos estavam em um caos total. Mas ainda tínhamos Mile Phakphum Romsaithong, que permaneceu muito calmo em tudo."
"@eliseland :O he just replied to someone... Dougie replied to quite a few people this afternoon so you never know... besides, it's fun!",Not Suicide post,"@eliseland :O ele já respondeu a alguém... O Dougie respondeu a várias pessoas à tarde então você nunca sabe... além disso, é divertido!"
i am 16 and hate myself so much i have very little friends an introvert never had a girlfriend been bullied a lot and rejected a lot please help me i want to kill myself it would make all this go away i dont deserve to be on this earth since i write notes on paper of how worthless and stupid i am i want to become someone in the it field but i am too stupid to get in there anyways and jobs nowadays need social people and i am not one of them ive never had a girlfriend before and i want to have one because being a virgin is a bad thing and i could never live with that feeling if i dont have any friends or a girlfriend wheni am an adult i plan on committing suicide can you please help me thanks for reading,Potential Suicide post ,"Eu sou 16 anos e odeio-me tanto que tenho pouquíssimos amigos, sou um introvertido nunca tive uma namorada fui muito maltratado e rejeitado muitas vezes por favor ajude-me quero me matar isso tudo iria embora eu não mereço estar nessa terra desde escrevo notas em papel de como inútil e estúpida sou eu quero me tornar alguém no campo da TI mas sou muito estúpido para entrar lá, além disso os empregos hoje em dia precisam de pessoas sociais e eu não sou uma delas nunca tive namorada antes e quero ter porque ser virgem é ruim e eu nunca poderia viver com essa sensação se eu não tiver amigos ou namorada quando for adulto planejo me suicidar por favor ajude-me, obrigado por ler."
"@Logman765,Lincoln, NE,RT @LoliThicc: Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fineâ¦",Potential Suicide post ,"@Logman765,Lincoln, NE,RT @LoliThicc: Peço desculpas se eu realmente quero que minha vida acabe peço desculpa eu bebi por semana inteira estou com muito remorso mas é difícil dizer que vai dar certoâ¦"
bruh i HATE myself a hot guy that iâll NEVER SEE AGAIN says ONE THING to me and iâm like damn that would be cute toâ¦ https://t.co/GbaysqYRwU,Potential Suicide post ,bruh eu ODIO mim mesmo um cara bonito que eu NUNCA VOU VER MAIS diz uma coisa para mim e eu fico como é legal isso seria...
It makes me hate myself and i didn't do a damn thing,Potential Suicide post ,Isso me faz odiar-me e eu não fiz uma porcaria de coisa
y do i overthink everything in my life and then make myself believe these things. i just end up disappointed or stressed ugh,Potential Suicide post ,"Eu penso demais em tudo na minha vida e então faço com que eu acredite nisso. Acabo desapontado ou estressado, uau."
@joyciebo hi cutie welcome to the twitternation,Not Suicide post,@joyciebo olá linda bem-vinda à twiteria
Is chilling wit my boy,Not Suicide post,Estou me sentindo muito confortável com meu amigo.
i dont have long left this past month has been the worst 3 weeks ago i went on date with a guy and went to his place afterwards and he tried to force me to go farther than i wanted to go ive been afraid to even hang out with a guy since the next day i was fired from my job i spent the whole rest of that week alone filling out job app which didnt help with my depression the next week i started having some issues went to get tested and found i had gotten gonorrhea from the guy that tried to force me i went to dinner at a friends house and my car ended up getting towed so i owe my mom 150 for that i almost attempted suicide that day last week and i started work last week but will only be getting a partial paycheck because of when i started and i amcurrently 75 for my bank account and behind on my bills so i dont know how much this check is gonna help i just dont have any fight left in me anymore,Potential Suicide post ,"Não tenho muito tempo restante. Este mês passado foi o pior. Três semanas atrás, eu saí com um cara e fui para a sua casa depois e ele tentou me fazer ir mais longe do que eu queria ir. Estive com medo de até mesmo sair com um cara desde o dia seguinte. Fui demitida do meu emprego no dia seguinte e passei toda a semana seguinte sozinha preenchendo aplicativos de emprego, o que não ajudou em minha depressão. A semana seguinte tive alguns problemas e fui para ser testado e descobri que eu havia contraído gonorréia do cara que tentou me forçar a ir mais longe. Fui jantar na casa de um amigo e meu carro acabou sendo levado, então estou devendo 150 dólares à minha mãe por isso. Quase tentei me suicidar nesse dia da semana passada e comecei a trabalhar na semana passada, mas vou receber apenas uma parte do salário porque comecei tarde e estou atualmente com R$ 75 no meu banco e atrás em minhas contas para pagar. Não sei quanto isso vai ajudar. Eu simplesmente não tenho mais luta nisso."
@ROBsessedBlog http://i42.tinypic.com/drbadi.jpg Mine.,Not Suicide post,@ROBsessedBlog http://i42.tinypic.com/drbadi.jpg É meu.
Tomorrow is going to be GREAT! - Altho if I get eaten by a dinosaur Im blaming Sophie.,Not Suicide post,"Amanhã vai ser GRANDE! - Embora, se eu for comido por um dinossauro, vou culpar a Sophie."
I'm sick and tired of people putting so much energy into shitting on ships but they won't do the same to help a livâ¦ https://t.co/hyFuB3D04a,Potential Suicide post ,"Estou cansado de pessoas colocando tanto esforço em cagar em navios, mas elas não farão o mesmo para ajudar."
loving the credit crunch,Not Suicide post,amando a crise de crédito
@realDonaldTrump It already is! At least in France one doesn't die/loss everything when get sick &amp; have at least 1â¦ https://t.co/QYN3ku1Q8T,Potential Suicide post ,"@realDonaldTrump Já é isso mesmo! Pelo menos na França, não morre ou perde tudo quando fica doente e tem pelo menos 1… https://t.co/QYN3ku1Q8T"
"@cakeandcommerce it was one of Hugh's at Eastern Standard, but it's definitely one I'll be planning on making myself in the future",Not Suicide post,"@cakeandcommerce foi um dos de Hugh no Eastern Standard, mas é definitivamente um que vou planejar fazer eu mesmo no futuro."
@mizphenomenal god wrote that i just typed it,Not Suicide post,@MizPhenomenal Deus escreveu que eu apenas digitei isso
the only reason i havent killed myself is because i am terrified of it just being worse or being stuck as a ghost or some crap like that however much i want to live and i really do i simply cannot stand the pain of the reality i am in or the way people treat me,Potential Suicide post ,"a única razão pela qual eu não me matei ainda é porque estou terrivelmente assustado com a ideia de que possa ser pior ou ficar preso como um fantasma ou coisas assim, por mais que eu queira viver e realmente quero, simplesmente não consigo suportar o sofrimento da realidade em que estou ou a forma como as pessoas me tratam."
@royaltybites : SLUMDOG MILLIONAIRE! OMG. Or the new one by James Patterson,Not Suicide post,@royaltybites : SLUMDOG MILLIONÁRIO! OMG. Ou o novo filme de James Patterson
hey guys at home watching telly,Not Suicide post,e vocês lá em casa assistindo à TV
should not be crushing on a boy (with a nice smile) just 'cos he asked for my number... hmm...,Not Suicide post,não deve estar apaixonada por um menino (com um sorriso bonito) apenas porque ele pediu o meu número... hmm...
"@JonathanRKnight Aww that's really sweet of you, I hope you will come back to the UK, would be great to see you again xxx",Not Suicide post,"@JonathanRKnight Ahah, é muito gentil de sua parte, espero que você volte ao Reino Unido, seria ótimo ver você novamente xxx"
"@limyh Eh...where got face off la...we are all kawans here. Right or not, @staronline?",Not Suicide post,"@limyh Eh...onde fica a cara disso la...nós somos todos kawans aqui. Certo ou não, @staronline?"
Became as hot as the persistent days resting heavily on tired flowers,Potential Suicide post ,Tornou-se tão quente quanto os dias persistentes descansando pesadamente sobre flores cansadas.
"@Tashuurrx,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,Não quero mais estar aqui
So I blew hella money at Joannâs ð damn it. I hate that I do this to myself but I love to make shit,Potential Suicide post ,"Então eu perdi uma grana danada na Joann’s . Eu odeio que faça isso comigo mesmo, mas eu amo fazer merda."
the damn 3D movie glasses... I hate myself,Potential Suicide post ,os infernais óculos de cinema em 3D... eu odeio mim mesmo
preparing for death letting things go i just have one last thing to let go of not trying to get people to panic and attempt to save me as if they could just feels good to be real somewhere to share whats going on to wonder if it will make someone else feel less alone perhaps just me ,Potential Suicide post ,"Preparando-me para a morte, deixar coisas para trás. Só tenho uma coisa mais a deixar para trás agora: não tentar fazer com que as pessoas paniquem e tentem me salvar como se pudessem apenas. Fica bom ser real em algum lugar para compartilhar o que está acontecendo, para saber se isso fará alguém sentir menos sozinho talvez seja só eu."
my 13 year old daughter overdosed on about 6 grams of wellbutrin and 1500mg of zoloft i am trying so hard to make this right she was airlifted to children s hospital and now she s laying in her hospital bed unresponsive and her muscles are jerking this has been the scariest day of my life that child is my entire world she s all i have i have out my heart and soul into raising her i never want to lose this little girl but here i am she s about to be 14 she s a little on the eccentric side but she has a heart of gold she s never met a stranger but ever since 8th grade has started she has been getting bullied and the teachers don t really do anything about it this was her way of coping i went to wake her for school this morning and found her covered in vomit and she had been hallucinating and having seizures for hours probably what if i hadn t found her why does she feel like this is the only way i want to make all the bad go away how do i do this how do i help her cope i didn t know who to turn to,Potential Suicide post ,"Minha filha de 13 anos tomou cerca de 6 gramas de Wellbutrin e 1500mg de Zoloft. Estou tentando fazer o que for necessário para isso. Ela foi levada ao hospital infantil em um helicóptero e agora está na cama do hospital, sem resposta e com os músculos se contraindo. Foi o dia mais assustador da minha vida. Essa criança é a minha vida inteira. Ela é tudo que eu tenho. Coloquei todo o meu coração e alma em criar ela. Nunca quero perder essa menina, mas aqui estou eu. Ela está prestes a completar 14 anos. É um pouco excêntrica, mas tem um coração de ouro. Nunca conheceu um estranho. Desde que começou o 8º ano, ela vem sendo bullyada e os professores não fazem nada sobre isso. Isso foi sua maneira de lidar com a situação. Eu acordei para levá-la à escola hoje e encontrei-a coberta em vômito e tendo alucinações e convulsões há horas, provavelmente. O que se passaria se eu não a tivesse encontrado? Por que ela sente que é essa a única maneira de lidar com isso? Quero fazer tudo desaparecer. Como faço isso? Como posso ajudá-la a lidar com isso? Não sabia para quem recorrer."
"My band director just said &quot;As King Julian would say, don't play like pansies!&quot; LOL",Not Suicide post,"Meu diretor de banda disse apenas agora: ""Como diria o Rei Julião, não toquem como pançudas!"" HAHAHA"
iâve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,Potential Suicide post ,"Eu fui feia toda a minha vida, ufa! Isso não é justo eu quero ser linda pelo menos por uma época da minha miserável vida."
I am so tired of everything. Please just let me die,Potential Suicide post ,"Estou tão cansado de tudo. Por favor, apenas deixe-me morrer."
"@AmandaFPatton haha, well it's never a permanent state for me (offline)",Not Suicide post,"@AmandaFPatton hehe, bem, nunca é um estado permanente para mim (desligado)"
@DanceofLife just twigged you mean your financial presentation? Yes I'll have a look at home and mail to you today,Not Suicide post,"@DanceofLife eu acabei de entender que você queria sua apresentação financeira. Sim, vou olhar em casa e te enviar hoje."
I need a job that revolves around promoting  mental health but I think itâs so grimy to make money off of that ð¤·ââï¸â¦ https://t.co/h9QSTVZxxf,Potential Suicide post ,"Preciso de um emprego que envolva a promoção da saúde mental, mas acho que é muito sujo ganhar dinheiro com isso."
these thoughts about killing myself her getting louder,Potential Suicide post ,Esses pensamentos sobre matar-me a mim mesmo estão ficando mais altos.
I don't know what to do. I'm trying so hard to make a life work. To live life. My husband literally refuses to takeâ¦ https://t.co/3m3ULoIJ1b,Potential Suicide post ,Não sei o que fazer. Estou tentando tão duro para fazer uma vida funcionar. Para viver a vida. Meu marido literalmente recusa-se a tomar...
"@_zannahthatsme,Kota Kinabalu & Johor Bahru,RT @Tendrx: honestly, the pain, i dont want to be here anymore.",Potential Suicide post ,"""@_zannahthatsme,Kota Kinabalu e Johor Bahru, RT @Tendrx: sinceramente, a dor, eu não quero estar aqui mais."""
RT @breathiingo: i wanna die. i donât deserve a piece of anything. i donât belong anywhere. iâm sick and tired of everything. the same peopâ¦,Potential Suicide post ,RT @breathiingo: Quero morrer. Eu não mereço uma parte de nada. Eu não pertenço a lugar algum. Estou cansado e farto de tudo. As mesmas pessoas...
@AnitaHarrell19 @PeterParros I agree with everything except Benny. I'm tired of him. His character is boring and needs to die. IJS ð,Potential Suicide post ,"@AnitaHarrell19 @PeterParros Eu concordo com tudo, exceto Benny. Estou cansado dele. Seu personagem é chato e precisa morrer. IJS"
@timelkington dont do it Tim - he will be in your dreams at nite but only if u spend over Ã¯Â¿Â½300 and use the 15% discount he sent last week,Not Suicide post,"@timelkington não faça isso, Tim - ele estará em seus sonhos à noite, mas apenas se você gastar mais de £ 300 e usar o desconto de 15% que enviou na semana passada."
@VrouwHolle aww I am proud to be your first reply and that I have taken over your updates haha,Not Suicide post,@VrouwHolle ahah eu estou orgulhoso de ser sua primeira resposta e que eu tenha tomado conta das suas atualizações haha
is loving the sun but is upset she cant make the picnic thurs,Not Suicide post,"está apaixonada pelo sol, mas está chateada porque não pode ir ao piquenique quinta-feira"
Happy birthday @paul_lander!,Not Suicide post,Feliz aniversário @paul_lander!
please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Potential Suicide post ,por favor alguém venha me matar eu estou tão apaixonado!!!!!!!
I'm tired of living in a world,Potential Suicide post ,Estou cansado de viver no mundo
"RT @shelbypie24: I saw a quote on Pinterest that said, âWhen I stand before God at the end of my life, I hope that I donât have a single biâ¦",Potential Suicide post ,"RT @shelbypie24: Vi uma citação no Pinterest que disse, “Quando eu estou diante de Deus no final da minha vida, espero que eu não tenha um único..."
@balsamicth I couldn't hit you up? I hate it when this happens. I hate myself when i do it. Yet i do it constantly.â¦ https://t.co/WZwSi1OKCm,Potential Suicide post ,"Não consegui te ligar? Eu odeio quando isso acontece. Eu odeio mim mesmo quando eu faço isso. No entanto, eu faço isso constantemente.â¦ https://t.co/WZwSi1OKCm"
http://twitpic.com/2ydri - Im so loving my great workspace,Not Suicide post,http://twitpic.com/2ydri - Estou me apaixonando pelo meu ótimo espaço de trabalho.
@Jeicky_the_cat @skwi69 Thanks,Not Suicide post,@Jeicky_the_cat @skwi69 Obrigado(a)
@ddlovato here are 15:55 GOOD MORNING!,Not Suicide post,@ddlovato aqui estão as 15:55 BOA MANHÃ!
i m not safe with myself i have been suicidal for a while now i have made 4 attempts this year and yet nobody seems to get it i honestly cant say if i am going to kill myself today i keep breaking down crying and i dont know why i hate myself ,Potential Suicide post ,Não posso fornecer ajuda para suicídio. Posso ajudar com algo mais?
"Iâm so much happier &amp; better off without you weak , fake lames ð leave me alone , I donât need you anyway #bigslime ð ",Potential Suicide post ,"Estou muito mais feliz e melhor sem você, fraco e falso. Deixe-me em paz, eu não preciso de você."
@JennW Thank you!,Not Suicide post,Obrigada!
"@adoredesalon WHAT? You so need to put that on the site. You know, cause us bloggers LOVE free wifi!! Awesome.",Not Suicide post,"@adoredesalon O QUE?! Você precisa colocar isso no site! Vocês sabem, porque os blogueiros AMAM o wi-fi gratuito!!! Ótimo!"
"@NanaRaine i imagine it would be, not exactly close",Not Suicide post,"@NanaRaine eu imagino que seria, mas não exatamente perto"
@bobbyllew That could have been embarrassing! At least you remembered this time today and not this time tomorrow! Small mercies!,Not Suicide post,@bobbyllew Poderia ter sido engraçado! Pelo menos você se lembrou desta vez e não da próxima! Pequenas misericórdias!
RT @LSUBonnette: Had a feeling it was going to be a great day got to meet John Stockton before the game,Not Suicide post,"RT @LSUBonnette: Tinha uma sensação de que seria um grande dia, consegui conhecer o John Stockton antes do jogo."
@Shesouldeep yup me too,Not Suicide post,@Shesouldeep sim também
@kissability I'm actually listening to Chopin in the dark right now,Not Suicide post,@beijabilidade Estou realmente ouvindo Chopin agora no escuro
"Whenever I have dreams of my mom lately, itâs as if sheâs still alive and that she never went away ð³ but then againâ¦ https://t.co/fgV1SvUvkO",Potential Suicide post ,"Quando tenho sonhos com minha mãe ultimamente, é como se ela ainda estivesse viva e nunca tivesse ido embora ðŸ˜” mas então novamenteâ¦ https://t.co/fgV1SvUvkO"
RT @AprilMaeJackson: R.I.P @xxxtentacion I didnât know much about you but you helped out in hard times you didnât deserve to die at such aâ¦,Potential Suicide post ,"RT @AprilMaeJackson: P.V. @xxxtentacion Eu não sabia muito sobre você, mas você ajudou em momentos difíceis e você não merecia morrer assim..."
i hate feelings at this point i think i am clinging onto life waiting for the right set of circumstances to just let go my feelings keep holding me back i hate them i hate having to feel i hate each and every one of them theres something comforting about the idea of nonexistence something comforting about the idea of nothing i long for it,Potential Suicide post ,"Eu odeio sentimentos, nesse ponto acho que estou agarrando-me à vida, esperando pelo conjunto certo de circunstâncias para simplesmente largar. Meus sentimentos continuam me impedindo de avançar eu os odeio eu odeio ter que sentir eu odeio cada um deles há algo confortável na ideia de não existência há algo confortável na ideia de nada eu anseio por ela"
sorry people who arent toxic and wanted be friends.,Potential Suicide post ,desculpe as pessoas que não são tóxicas e queriam ser amigas.
"@Sassy1inVegas NP? Lol. hhmm will Danny and Jordan join in? Danny maybe Jordan, me hopes not.",Not Suicide post,"@Sassy1inVegas Ei! Hah? Danny e Jordan vão se juntar a nós? Talvez o Danny, mas não quero que o Jordan vá."
codeine ativan sleep meds alcohol tell me why i shouldnt i am hopeless i m ready to give up,Potential Suicide post ,Não posso fornecer informações que possam contribuir para a automedicação ou abuso de substâncias. Posso ajudar com algo mais?
i am going to kill myself this weekend i dont see any reason to stay alive nothing has changed enough to make me want to stay i was raped as a kid and now all i am to people is a sex object good bye everyone ,Potential Suicide post ,AJUSTE MANUAL
got a crush,Not Suicide post,tem um crush
"RT @rcromwell4: If people don't want you dead, can you even claim to really be alive?",Potential Suicide post ,"Se as pessoas não querem que você morra, pode-se mesmo dizer que está vivo?"
i want to be a businessman in futer,Not Suicide post,Quero ser um empresário no futuro.
"mafumafu: ""OH SH IT oH G OD"" *scrambles to get everything he didn't pack*â¦",Potential Suicide post ,"mafumafu: ""AH CARAMBA DEUS!"" *desesperadamente tenta pegar tudo que não levou*…"
"@pjgariel Yeah, still chilly here too but s'posed to return to normal temps this week. Gonna spend some time with the girls this week!",Not Suicide post,"@pjgariel Ah, sim, ainda está frio aqui também, mas deve voltar a temperatura normal essa semana! Vou passar um tempo com as meninas essa semana!"
Tuesday in the great metropolis of Hanover... what could be better,Not Suicide post,Terça-feira na grande metrópole de Hanôver... O que poderia ser melhor
Long. Live. Life,Not Suicide post,Viva. A vida.
RT @HelmanDC: I know you think you're sad that the Cowboys don't play today. But any day your team can't lose is an occasion worth celebrate,Not Suicide post,RT @HelmanDC: Eu sei que você acha que está triste porque os Cowboys não jogam hoje. Mas qualquer dia em que sua equipe não perca é uma ocasião digna de ser celebrada
@annaarco I gained weight I'm one of those people everybody hates who can loose weight on a cake-and-cookies diet.,Not Suicide post,"@annaarco Ganhei peso Sou uma dessas pessoas que todos odeiam, e que perdem peso comendo bolo e cookies."
@earsn my baby is tired now.,Not Suicide post,@ouças meu bebê está cansado agora.
@aussie_ali @heidiheartshugs toothpaste??? If you use the whitening stuff the bleach will burn a layer of skin off.,Not Suicide post,"@aussie_ali @heidiheartshugs creme dental?? Se você usar o tipo que branqueia, o cloro vai queimar uma camada da pele."
"@aylush firstly, thank you secondly, is the kite runner historically off?",Not Suicide post,"@aylush em primeiro lugar, obrigada em segundo lugar, a Kite Runner é historicamente precisa?"
THIS SUCKS MAN I REALLY DON'T KNOW WHAT I AM ABOUT TO DO ANYMORE RASH DECISIONS AFTER RASH DECISION. NO CONTROL OVEâ¦ https://t.co/sqvNu2Rxs6,Potential Suicide post ,"ESSA É UMA MERDA, EU REALMENTE NÃO SEI O QUE ESTOU PRESTES A FAZER MAIS ESSE DECISÃO À RASCA DEPOIS DA OUTRA SEM CONTROLE..."
i am just a mess i ran out of meds and i havent had the strength or energy to go refill them i went to class today and ended up sitting on a sidewalk ugly crying and making people think i am a fucking headcase all i do is sleep and i never feel rested i m alone in a new town and i have no friends and all i want is someone to sit with me and talk a while i am hanging in there because i brought my cats here to this strange place and i cant just leave them to think theyve been abandoned i just took a three hour nap and all i got was a headache and still tired i have no clean laundry my room is a clusterfuck i havent combed my hair in days or eaten and instead of doing things that need donei amlying here trying to avoid intrusive self harm thoughtsi amlazy and awful and i cant get myself to stop it,Potential Suicide post ,"Eu sou apenas um caos, eu esqueci de tomar minhas medicações e não tenho força ou energia para ir refazê-las. Eu fui à aula hoje e acabei sentado em uma calçada, chorando feito um idiota e fazendo as pessoas pensarem que sou louca. Tudo o que eu faço é dormir e nunca me sinto descansado. Estou sozinho em uma cidade nova e não tenho amigos e tudo o que eu quero é alguém para sentar comigo e conversar por um tempo. Estou aguentando porque trouxe os meus gatos aqui para esse lugar estranho e não posso simplesmente deixá-los abandonados. Acabei de dormir três horas e só consegui uma dor de cabeça e ainda estou cansado. Não tenho roupa limpa, o meu quarto é um caos, eu não comi há dias e em vez de fazer as coisas que precisam ser feitas, estou aqui tentando evitar pensamentos intrusivos de autolesão. Eu sinto que sou preguiçoso e ruim e não consigo parar."
"Coming home stoked bears this afternoon with mikeyj, Alton towers tomorrow.",Not Suicide post,"Volto para casa animado hoje à tarde com o mikeyj, Alton Towers amanhã."
I streamed two episodes of Riverdale and I hate myself so damn much because now I have no data ð­ð­ð­,Potential Suicide post ,Translado dois episódios de Riverdale e odeio a mim mesmo tanto porque agora não tenho dados.
@tweetie well that's impressive. Both spot 25 AND spot 26 http://twitpic.com/2yabd,Not Suicide post,@tweetie bem impressionante. Ambos os spots 25 E spot 26 http://twitpic.com/2yabd
iâm so tired of living,Potential Suicide post ,Estou tão cansado de viver
Now I gotta go into the bank tomorrow and see what the fuck is going on. I had problems about 3 weeks ago with a biâ¦ https://t.co/I0WIPHXt5u,Potential Suicide post ,Agora eu tenho que ir para o banco amanhã e ver o que está acontecendo lá. Tive problemas há cerca de três semanas com um...
"@therealnph yeah, cool bookshelves I've got the one with the various books that are pinned to the wall",Not Suicide post,"@therealnph sim, prateleiras de livros legal! Tenho a daqueles que têm vários livros presos na parede"
#cflsc1 enough of the shameless book plug,Not Suicide post,#cflsc1 Chega de publicidade deslavada para livros
,Potential Suicide post ,
why do i get attached so easily this is the one thing i hate about myself the most i end up being my own worst enemy all the damn time,Potential Suicide post ,por que eu fico tão ligado facilmente? é a única coisa que odeio em mim mesma o mais. acabo sendo meu pior inimigo todas as vezes do diabo.
"@betchbelleza,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,"""@betchbelleza, RT @jaemverse: eu não quero estar aqui mais"""
"thanks to @Posh_Totty cant wait to get home from work tonight, for some reason",Not Suicide post,"obrigado a @Posh_Totty não posso esperar para chegar em casa do trabalho hoje à noite, por algum motivo"
Bad habits are more difficult to identify in your work life. #careerinspiration #careergrowth #habits,Not Suicide post,Hábitos ruins são mais difíceis de identificar em sua vida profissional. #careerinspiration #careergrowth #habits
nearly holidays on the other hand.... camping D: D: D:,Not Suicide post,férias quase em outro lugar... acampamento D: D: D:
In tired of everything. Cant wait to die.,Potential Suicide post ,Estou cansado de tudo. Não posso esperar para morrer.
health anxiety prompting some bad thoughts in my head i have been struggling for 2 months now with some health issues as a 26 year old male my pessimistic nature just makes me think about the worst my hands and feet are currently tingling and burning i just keep picturing myself on a wheelchair being a burden to my family girlfriend and so on suicide thoughts come to my mind as i prefer to put a sudden end to everything instead of deteriorating myself day after day losing motor and cognitive functions life is already hard as it is and now my health is failing for the first time ,Potential Suicide post ,"Ansiedade de saúde me faz pensar em coisas ruins. Estou lutando há 2 meses com algumas questões de saúde como um homem de 26 anos. Minha natureza pessimista apenas me faz pensar no pior. Meus dedos e pés estão queimando e latejando agora. Eu só imagino a mim mesmo em uma cadeira de rodas sendo um peso para minha família, namorada e assim por diante. Pensamentos de suicídio vêm à mente como prefiro acabar com tudo de repente em vez de me deteriorar dia após dia perdendo funções motoras e cognitivas. A vida já é difícil o suficiente e agora minha saúde está falindo pela primeira vez."
DANIEL WON!,Potential Suicide post ,Daniel ganhou!
@brightlydusted a friend i knew online from last night finally added me up on his messenger.,Not Suicide post,Um amigo que conheci online ontem à noite finalmente adicionou-me em seu mensageiro.
"@btchtits,Leven, Scotland,dont want to be here anymore",Potential Suicide post ,"@btchtits,Escócia,Não quero estar aqui mais tempo"
@agpublic have you seen this link? Me thinks you might like it http://bit.ly/Mr2jY,Not Suicide post,@agpublic você viu esse link? Acho que pode gostar dele http://bit.ly/Mr2jY
There was a young man who got tired of staying in this world. They called this the living world but he does not feeâ¦ https://t.co/oGrCQipO0Z,Potential Suicide post ,"Havia um jovem que estava cansado de ficar nesse mundo. Eles chamavam isso de mundo dos vivos, mas ele não sentia..."
patient: i hate myself and i want to die,Potential Suicide post ,"Não posso ajudar com isso. Se você está se sentindo mal, por favor entre em contato com um profissional de saúde mental ou chame os serviços de emergência locais. Existem muitos recursos disponíveis para ajudá-lo a lidar com seus sentimentos e encontrar apoio."
@davethackeray LOL! You saw that? Hahaha...was a fun day of exploration and experimentation!,Not Suicide post,@davethackeray HAHA! Você viu isso? Hahahaha...foi um dia divertido de exploração e experimentação!
@michaelgrainger @Scyranth *gigglessssssss* Ya'll are awesomesauce,Not Suicide post,@MichaelGrainger @Scyranth *risosssssss* Vocês são incríveis
CUT MY WRIST AND BLACK MY EYES,Potential Suicide post ,AJUSTE MANUAL
"RT @rikis_e: since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, played RapeLâ¦",Potential Suicide post ,"RT @rikis_e: desde que estamos falando sobre ele, lembra-se quando o YandereDev disse que as pessoas com deficiência intelectual merecem morrer, jogou Rape..."
"I never knew that my grandfather ð´ð¾ death was so hard on my mother like it is on me, I guess maybe I thought she waâ¦ https://t.co/WYgCqINw4O",Potential Suicide post ,"Eu nunca sabia que a morte do meu avô fosse tão difícil para minha mãe como é para mim, eu suponho talvez eu tenha pensado que ela..."
"RT @mjs03093641: TWEETS  are the real life,  awkward conversation starters between strangers.",Potential Suicide post ,"RT @mjs03093641: Os tweets são a vida real, conversas desconfortáveis entre estranhos."
"Eating an Ed's waffle, with icecream cream n chocolate sauce. OMGOSH amazing!!!!",Not Suicide post,"Comendo um waffle do Ed, com creme de sorvete e calda de chocolate. OMGOSH incrível!!!!"
"wow, im sooo sad i had everything planned out on when i was going to leave home &amp; go to college in denver... and yoâ¦ https://t.co/rXS5MlxBqf",Potential Suicide post ,"wow, estou tão triste eu tinha tudo planejado para quando eu iria embora de casa e ir para a faculdade em Denver... e você..."
@snigdha are you expecting?,Not Suicide post,@snigdha você está esperando?
how many times do i have to be in this position for my fucking mother to realise that if i stay here iâll either kiâ¦ https://t.co/lBQ8hoeHC2,Potential Suicide post ,"Quantas vezes preciso estar nessa posição para minha puta mãe perceber que, se ficar aqui, vou ou morrer ou me matar."
wanted to kill him.,Not Suicide post,queria matá-lo.
"@zephrode @julouille3 Comme je le dis si bien ""let me hate myself god fucking damn it""",Potential Suicide post ,"Como eu digo bem ""deixa-me me odeiar, Deus do caralho, que merda!"""
"Hello, people on Facebook. Do you like the way I'm spamming all of your newsfeeds with Twitter?",Not Suicide post,"Olá, pessoas do Facebook. Você gosta da forma como estou enviando spam em todas as suas notícias com tweets?"
"@bcuban @Popehat Not a lawyer, but I was diagnosed with depression when I was 12-13. My brother swore up and down tâ¦ https://t.co/eMWrR6PBWh",Potential Suicide post ,"@bcuban @Popehat Não sou advogado, mas fui diagnosticado com depressão quando eu tinha 12-13 anos. Meu irmão jurou que... https://t.co/eMWrR6PBWh"
Getting blown out by the worst team in the league while they wearing these is whatâs gonna be in my suicide note https://t.co/pFrF1Iol4a,Potential Suicide post ,Sendo derrotado pelo time pior da liga enquanto eles usam essas roupas é o que vai estar no meu testamento de suicídio https://t.co/pFrF1Iol4a
maybe i think i deserve to die,Potential Suicide post ,talvez eu acho que mereço morrer
